OTU,Kingdom,Phylum,Class,Order,Family,Genus
taxa_OTU_1540,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_1541,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Dorea
taxa_OTU_1542,Bacteria,NA,NA,NA,NA,NA
taxa_OTU_1543,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Clostridium_IV
taxa_OTU_1544,Bacteria,Firmicutes,Clostridia,Clostridiales,NA,NA
taxa_OTU_1545,Bacteria,Firmicutes,Bacilli,Lactobacillales,NA,NA
taxa_OTU_1546,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_1547,Bacteria,NA,NA,NA,NA,NA
taxa_OTU_1548,Bacteria,NA,NA,NA,NA,NA
taxa_OTU_1549,Bacteria,NA,NA,NA,NA,NA
taxa_OTU_1550,Bacteria,Proteobacteria,NA,NA,NA,NA
taxa_OTU_1551,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Clostridium_XlVb
taxa_OTU_1552,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_1553,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,Clostridium_sensu_stricto
taxa_OTU_1554,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,NA
taxa_OTU_1555,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,NA
taxa_OTU_1556,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_1557,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Barnesiella
taxa_OTU_1558,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,NA
taxa_OTU_1559,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_1560,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Turicibacter
taxa_OTU_1561,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium
taxa_OTU_1562,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,NA
taxa_OTU_1563,Bacteria,NA,NA,NA,NA,NA
taxa_OTU_1564,Bacteria,NA,NA,NA,NA,NA
taxa_OTU_1565,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus
taxa_OTU_1566,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia
taxa_OTU_1567,Bacteria,Firmicutes,NA,NA,NA,NA
taxa_OTU_1568,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,NA
taxa_OTU_1569,Bacteria,Firmicutes,NA,NA,NA,NA
taxa_OTU_1570,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_1571,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Acetatifactor
taxa_OTU_1572,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_1573,Bacteria,NA,NA,NA,NA,NA
taxa_OTU_1574,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Fusicatenibacter
taxa_OTU_1575,Bacteria,NA,NA,NA,NA,NA
taxa_OTU_1576,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,NA
taxa_OTU_1577,Archaea,NA,NA,NA,NA,NA
taxa_OTU_1578,Bacteria,NA,NA,NA,NA,NA
taxa_OTU_1579,Bacteria,NA,NA,NA,NA,NA
taxa_OTU_1580,Bacteria,NA,NA,NA,NA,NA
taxa_OTU_1581,Bacteria,NA,NA,NA,NA,NA
taxa_OTU_1582,Bacteria,NA,NA,NA,NA,NA
taxa_OTU_1583,Bacteria,NA,NA,NA,NA,NA
taxa_OTU_1584,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium
taxa_OTU_1585,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium
taxa_OTU_1586,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter
taxa_OTU_1587,Bacteria,NA,NA,NA,NA,NA
taxa_OTU_1588,Bacteria,NA,NA,NA,NA,NA
taxa_OTU_1589,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,NA
taxa_OTU_1590,Bacteria,Firmicutes,Clostridia,Clostridiales,NA,NA
taxa_OTU_1591,Bacteria,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Enterorhabdus
taxa_OTU_1592,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Hydrogenoanaerobacterium
taxa_OTU_1593,Bacteria,Proteobacteria,Betaproteobacteria,NA,NA,NA
taxa_OTU_1594,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Coprobacillus
taxa_OTU_1595,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_1596,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Barnesiella
taxa_OTU_1597,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,NA
taxa_OTU_1598,Bacteria,NA,NA,NA,NA,NA
taxa_OTU_1599,Bacteria,NA,NA,NA,NA,NA
taxa_OTU_1600,Bacteria,NA,NA,NA,NA,NA
taxa_OTU_1601,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes
taxa_OTU_1602,Bacteria,NA,NA,NA,NA,NA
taxa_OTU_1603,Bacteria,NA,NA,NA,NA,NA
taxa_OTU_1604,Bacteria,Firmicutes,NA,NA,NA,NA
taxa_OTU_1605,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_1606,Bacteria,NA,NA,NA,NA,NA
taxa_OTU_1607,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus
taxa_OTU_1608,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Coprobacter
taxa_OTU_1609,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Barnesiella
taxa_OTU_1610,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Romboutsia
taxa_OTU_1611,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_1612,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_1613,Bacteria,NA,NA,NA,NA,NA
taxa_OTU_1614,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_1615,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_1616,Bacteria,NA,NA,NA,NA,NA
taxa_OTU_1617,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Turicibacter
taxa_OTU_1618,Bacteria,Firmicutes,Clostridia,Clostridiales,NA,NA
taxa_OTU_1619,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,NA
taxa_OTU_1620,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia
taxa_OTU_1621,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,Clostridium_sensu_stricto
taxa_OTU_1622,Bacteria,Firmicutes,Clostridia,Clostridiales,NA,NA
taxa_OTU_1623,Bacteria,NA,NA,NA,NA,NA
taxa_OTU_1624,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_1625,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,NA
taxa_OTU_1626,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium
taxa_OTU_1627,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Acetatifactor
taxa_OTU_1628,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_1629,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Coprococcus
taxa_OTU_1630,Bacteria,NA,NA,NA,NA,NA
taxa_OTU_1631,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Sutterellaceae,Parasutterella
taxa_OTU_1632,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Flavonifractor
taxa_OTU_1633,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_1634,Bacteria,NA,NA,NA,NA,NA
taxa_OTU_1635,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_1636,Bacteria,NA,NA,NA,NA,NA
taxa_OTU_1637,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_1638,Bacteria,NA,NA,NA,NA,NA
taxa_OTU_1639,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_1640,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium
taxa_OTU_1641,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,NA,NA
taxa_OTU_1642,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,NA
taxa_OTU_1643,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,NA
taxa_OTU_1644,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,NA
taxa_OTU_1645,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Clostridium_XlVb
taxa_OTU_1646,Bacteria,NA,NA,NA,NA,NA
taxa_OTU_1647,Bacteria,Proteobacteria,NA,NA,NA,NA
taxa_OTU_1648,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,NA
taxa_OTU_1649,Bacteria,NA,NA,NA,NA,NA
taxa_OTU_1650,Bacteria,NA,NA,NA,NA,NA
taxa_OTU_1651,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_1652,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_1653,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,NA
taxa_OTU_1654,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_1655,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Acetanaerobacterium
taxa_OTU_1656,Bacteria,Firmicutes,Clostridia,Clostridiales,NA,NA
taxa_OTU_1657,Bacteria,NA,NA,NA,NA,NA
taxa_OTU_1658,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Dorea
taxa_OTU_1659,Bacteria,Proteobacteria,NA,NA,NA,NA
taxa_OTU_1660,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,Clostridium_sensu_stricto
taxa_OTU_1661,Bacteria,NA,NA,NA,NA,NA
taxa_OTU_1662,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_1663,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Oscillibacter
taxa_OTU_1664,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_1665,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Clostridium_IV
taxa_OTU_1666,Bacteria,NA,NA,NA,NA,NA
taxa_OTU_1667,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,Clostridium_sensu_stricto
taxa_OTU_1668,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_1669,Bacteria,NA,NA,NA,NA,NA
taxa_OTU_1670,Bacteria,Firmicutes,Clostridia,Clostridiales,NA,NA
taxa_OTU_1671,Bacteria,Firmicutes,Clostridia,Clostridiales,NA,NA
taxa_OTU_1672,Archaea,NA,NA,NA,NA,NA
taxa_OTU_1673,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Hungatella
taxa_OTU_1674,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,NA
taxa_OTU_1675,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus
taxa_OTU_1676,Bacteria,Firmicutes,Clostridia,Clostridiales,NA,NA
taxa_OTU_1677,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Ruminococcus2
taxa_OTU_1678,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,NA
taxa_OTU_1679,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_1680,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Turicibacter
taxa_OTU_1681,Bacteria,Proteobacteria,Betaproteobacteria,NA,NA,NA
taxa_OTU_1682,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Clostridium_IV
taxa_OTU_1683,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Intestinimonas
taxa_OTU_1684,Bacteria,Firmicutes,Clostridia,Clostridiales,NA,NA
taxa_OTU_1685,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,NA
taxa_OTU_1686,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Clostridium_IV
taxa_OTU_1687,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_1688,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_1689,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,NA
taxa_OTU_1690,Bacteria,NA,NA,NA,NA,NA
taxa_OTU_1691,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,NA
taxa_OTU_1692,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_1693,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_1694,Bacteria,Candidatus_Saccharibacteria,NA,NA,NA,NA
taxa_OTU_1695,Bacteria,NA,NA,NA,NA,NA
taxa_OTU_1696,Bacteria,Firmicutes,Clostridia,Clostridiales,NA,NA
taxa_OTU_1697,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Dorea
taxa_OTU_1698,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_1699,Bacteria,NA,NA,NA,NA,NA
taxa_OTU_1700,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_1701,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_1702,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Alloprevotella
taxa_OTU_1703,Bacteria,NA,NA,NA,NA,NA
taxa_OTU_1704,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_1705,Bacteria,Firmicutes,NA,NA,NA,NA
taxa_OTU_1706,Bacteria,NA,NA,NA,NA,NA
taxa_OTU_1707,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Barnesiella
taxa_OTU_1708,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,NA
taxa_OTU_1709,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_1710,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Flavonifractor
taxa_OTU_1711,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,NA
taxa_OTU_1712,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Butyricicoccus
taxa_OTU_1713,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,NA
taxa_OTU_1714,Bacteria,NA,NA,NA,NA,NA
taxa_OTU_1715,Bacteria,NA,NA,NA,NA,NA
taxa_OTU_1716,Bacteria,NA,NA,NA,NA,NA
taxa_OTU_1717,Bacteria,NA,NA,NA,NA,NA
taxa_OTU_1718,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Intestinimonas
taxa_OTU_1719,Bacteria,Firmicutes,NA,NA,NA,NA
taxa_OTU_1720,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Barnesiella
taxa_OTU_1721,Bacteria,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Olsenella
taxa_OTU_1722,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes
taxa_OTU_1723,Bacteria,NA,NA,NA,NA,NA
taxa_OTU_1724,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Barnesiella
taxa_OTU_1725,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Hungatella
taxa_OTU_1726,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Oscillibacter
taxa_OTU_1727,Bacteria,Firmicutes,NA,NA,NA,NA
taxa_OTU_1728,Bacteria,NA,NA,NA,NA,NA
taxa_OTU_1729,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_1730,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Alloprevotella
taxa_OTU_1731,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_1732,Bacteria,NA,NA,NA,NA,NA
taxa_OTU_1733,Bacteria,NA,NA,NA,NA,NA
taxa_OTU_1734,Bacteria,NA,NA,NA,NA,NA
taxa_OTU_1735,Bacteria,NA,NA,NA,NA,NA
taxa_OTU_1736,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,NA
taxa_OTU_1737,Bacteria,NA,NA,NA,NA,NA
taxa_OTU_1738,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_1739,Bacteria,NA,NA,NA,NA,NA
taxa_OTU_1740,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_1741,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Sporobacter
taxa_OTU_1742,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_1743,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Parabacteroides
taxa_OTU_1744,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_1745,Bacteria,NA,NA,NA,NA,NA
taxa_OTU_1746,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,NA
taxa_OTU_1747,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium
taxa_OTU_1748,Bacteria,NA,NA,NA,NA,NA
taxa_OTU_1749,Bacteria,NA,NA,NA,NA,NA
taxa_OTU_1750,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Oscillibacter
taxa_OTU_1751,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Barnesiella
taxa_OTU_1752,Bacteria,Firmicutes,Clostridia,Clostridiales,NA,NA
taxa_OTU_1753,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_1754,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Clostridium_III
taxa_OTU_1755,Bacteria,Firmicutes,Bacilli,Lactobacillales,NA,NA
taxa_OTU_1756,Bacteria,NA,NA,NA,NA,NA
taxa_OTU_1757,Bacteria,Firmicutes,Clostridia,Clostridiales,NA,NA
taxa_OTU_1758,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Hungatella
taxa_OTU_1759,Bacteria,NA,NA,NA,NA,NA
taxa_OTU_1760,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Sutterellaceae,Parasutterella
taxa_OTU_1761,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Butyricicoccus
taxa_OTU_1762,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_1763,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,NA
taxa_OTU_1764,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_1765,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_1766,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Clostridium_XlVb
taxa_OTU_1767,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_1768,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
taxa_OTU_1769,Bacteria,NA,NA,NA,NA,NA
taxa_OTU_1770,Bacteria,NA,NA,NA,NA,NA
taxa_OTU_1771,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,NA
taxa_OTU_1772,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,Clostridium_sensu_stricto
taxa_OTU_1773,Bacteria,NA,NA,NA,NA,NA
taxa_OTU_1774,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Sporobacter
taxa_OTU_1775,Bacteria,NA,NA,NA,NA,NA
taxa_OTU_1776,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,NA
taxa_OTU_1777,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Barnesiella
taxa_OTU_1778,Bacteria,NA,NA,NA,NA,NA
taxa_OTU_1779,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Oscillibacter
taxa_OTU_1780,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_1781,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Clostridium_XlVa
taxa_OTU_1782,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_1783,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lactonifactor
taxa_OTU_1784,Bacteria,NA,NA,NA,NA,NA
taxa_OTU_1785,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_1786,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,NA
taxa_OTU_1787,Bacteria,Proteobacteria,Betaproteobacteria,NA,NA,NA
taxa_OTU_1788,Bacteria,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,NA
taxa_OTU_1789,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus
taxa_OTU_1790,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_1791,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes
taxa_OTU_1792,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,NA
taxa_OTU_1793,Bacteria,Firmicutes,NA,NA,NA,NA
taxa_OTU_1794,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_1795,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Allobaculum
taxa_OTU_1796,Bacteria,Firmicutes,Bacilli,Lactobacillales,NA,NA
taxa_OTU_1797,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Pseudoflavonifractor
taxa_OTU_1798,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Acetatifactor
taxa_OTU_1799,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes
taxa_OTU_1800,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Parasporobacterium
taxa_OTU_1801,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Odoribacter
taxa_OTU_1802,Bacteria,NA,NA,NA,NA,NA
taxa_OTU_1803,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,NA
taxa_OTU_1804,Bacteria,NA,NA,NA,NA,NA
taxa_OTU_1805,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,NA
taxa_OTU_1806,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_1807,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,NA
taxa_OTU_1808,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,NA
taxa_OTU_1809,Bacteria,NA,NA,NA,NA,NA
taxa_OTU_1810,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Coprobacter
taxa_OTU_1811,Bacteria,Firmicutes,Bacilli,Lactobacillales,NA,NA
taxa_OTU_1812,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Clostridium_XlVb
taxa_OTU_1813,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,NA,NA
taxa_OTU_1814,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Alloprevotella
taxa_OTU_1815,Bacteria,Proteobacteria,Betaproteobacteria,NA,NA,NA
taxa_OTU_1816,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_1817,Bacteria,Firmicutes,Clostridia,Clostridiales,NA,NA
taxa_OTU_1818,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Oscillibacter
taxa_OTU_1819,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Odoribacter
taxa_OTU_1820,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Kandleria
taxa_OTU_1821,Bacteria,NA,NA,NA,NA,NA
taxa_OTU_1822,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_1823,Bacteria,NA,NA,NA,NA,NA
taxa_OTU_1824,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Clostridium_XlVa
taxa_OTU_1825,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,NA
taxa_OTU_1826,Bacteria,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,NA
taxa_OTU_1827,Bacteria,Candidatus_Saccharibacteria,NA,NA,NA,NA
taxa_OTU_1828,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,NA
taxa_OTU_1829,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium
taxa_OTU_1830,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
taxa_OTU_1831,Bacteria,NA,NA,NA,NA,NA
